fichier,action,cible_de_fusion,qui_le_lit,ce_qu_il_contient_d_irremplacable,derniere_modif,lignes,motif
Documentation/cours-conqueror/md/05-grille-en-cpp.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-17,350,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours-conqueror/md/06-se-servir-de-l-atelier.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-23,402,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours-conqueror/md/06b-jouer-un-coup.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-23,195,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours-conqueror/md/07-regarder-et-habiller.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-17,222,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours-conqueror/md/08-exemples-complets.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-17,557,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours-conqueror/stagiaires/A1_moteur_de_regles.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-17,285,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours-conqueror/stagiaires/A2_intelligence_artificielle.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-17,284,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours-montecarlo/README.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-12,61,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/README.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,52,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/00-avant-propos.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,517,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/01-le-decor.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,610,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/02-nkcanvas.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,1064,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/03-nkgui.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,1775,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/04-application.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,1182,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/05-nkimage.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,1076,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/06-nkfont.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,964,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/07-nkaudio.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,926,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/08-nkmedia.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,898,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/09-nknetwork.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,967,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/10-projet-final.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,1121,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/cours/md/README.md,garder,,etudiants (rentree septembre 2026),oui - se lit comme un livre,2026-08-08,19,"hors du modele README/SPECIFICATION/ROADMAP : autre animal, autre rythme"
Documentation/notes_etape4_qlora.md,fusionner,Documentation/cours/ ou le ROADMAP du module concerne,auteur du cours,"oui - releves d integration, souvent chiffres",2026-08-08,456,notes de travail de 456 lignes a la racine de Documentation/
Documentation/notes_modules_integration.md,fusionner,Documentation/cours/ ou le ROADMAP du module concerne,auteur du cours,"oui - releves d integration, souvent chiffres",2026-08-08,4147,notes de travail de 4147 lignes a la racine de Documentation/
Documentation/notes_nkcanvas_nkgui.md,fusionner,Documentation/cours/ ou le ROADMAP du module concerne,auteur du cours,"oui - releves d integration, souvent chiffres",2026-08-08,2538,notes de travail de 2538 lignes a la racine de Documentation/
Documentation/notes_nkcode_nkcanvas.md,fusionner,Documentation/cours/ ou le ROADMAP du module concerne,auteur du cours,"oui - releves d integration, souvent chiffres",2026-08-08,3093,notes de travail de 3093 lignes a la racine de Documentation/
ECOSYSTEM.md,fusionner,ARCHITECTURE.md,visiteur,non - redit ARCHITECTURE.md,2026-06-22,124,trois documents de presentation racontent la meme chose a trois dates
ECOSYSTEM_OVERVIEW.md,fusionner,README.md,visiteur,non,2026-06-29,109,doublon de presentation
EXPLICATION_SIMPLE.md,garder,,"non-technicien, famille, presse",oui - le seul registre grand public,2026-06-14,93,garder BIEN QUE redondant : son public n est pas celui du README
Engine/NKEditorKit/ARCHITECTURE.md,fusionner,Engine/NKEditorKit/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-26,107,"quatrieme fichier du module, hors des trois cibles"
Engine/NKEditorKit/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-26,92,cible README
Engine/NKEditorKit/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,1166,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Engine/Noge/ARCHITECTURE (2).md,fusionner,Engine/Noge/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,541,"quatrieme fichier du module, hors des trois cibles"
Engine/Noge/ARCHITECTURE.md,fusionner,Engine/Noge/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,541,"quatrieme fichier du module, hors des trois cibles"
Engine/Noge/HANDOFF.md,fusionner,Engine/Noge/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-07-30,148,"quatrieme fichier du module, hors des trois cibles"
Engine/Noge/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,3343,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Externals/Libs/NKMbedTLS/README.md,garder,,juridique / audit de licence,oui - obligation legale,2026-07-04,337,"NOTICE de dependance tierce, ne se consolide pas"
Externals/Libs/PythonEmbed/NOTICE_NKENTSEU.md,garder,,juridique / audit de licence,oui - obligation legale,2026-07-30,20,"NOTICE de dependance tierce, ne se consolide pas"
Externals/Libs/pybind11/.github/CONTRIBUTING.md,garder,,juridique / audit de licence,oui - obligation legale,2026-07-30,389,"NOTICE de dependance tierce, ne se consolide pas"
Externals/Libs/pybind11/.github/pull_request_template.md,garder,,juridique / audit de licence,oui - obligation legale,2026-07-30,20,"NOTICE de dependance tierce, ne se consolide pas"
Externals/Libs/pybind11/NOTICE_NKENTSEU.md,garder,,juridique / audit de licence,oui - obligation legale,2026-07-30,11,"NOTICE de dependance tierce, ne se consolide pas"
Externals/Libs/pybind11/SECURITY.md,garder,,juridique / audit de licence,oui - obligation legale,2026-07-30,14,"NOTICE de dependance tierce, ne se consolide pas"
Externals/Temp/STB/README.md,garder,,juridique / audit de licence,oui - obligation legale,2026-06-14,185,"NOTICE de dependance tierce, ne se consolide pas"
Externals/Temp/STB/SECURITY.md,garder,,juridique / audit de licence,oui - obligation legale,2026-06-14,3,"NOTICE de dependance tierce, ne se consolide pas"
Guides/01-NKMemory.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,600,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/02-NKWindow.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,617,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/03-NKEvent.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,565,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/04-NKImage.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-08-21,530,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/05-NKCanvas.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,880,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/06-NKAudio.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,579,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/07-NKUI.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,658,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/08-NKNetwork.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,567,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/09-Projet-2D-complet.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,424,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
Guides/README.md,fusionner,Documentation/cours/,debutant qui utilise le moteur,partiellement - code compilable,2026-06-22,141,meme public et 6 sujets sur 9 communs avec Documentation/cours/md/
IMPORT_EXPORT_VISION.md,fusionner,ARCHITECTURE.md,celui qui decide,partiellement,2026-08-08,104,vision transverse isolee a la racine
Kernel/AI/ARCHITECTURE.md,fusionner,Kernel/AI/ARCHITECTURE.md/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,175,"quatrieme fichier du module, hors des trois cibles"
Kernel/AI/NKAgent/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,53,cible README
Kernel/AI/NKAgent/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,214,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKAutograd/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/AI/NKAutograd/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,64,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKCivilization/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,43,cible README
Kernel/AI/NKCivilization/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,328,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKData/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/AI/NKData/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,62,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKEmbodied/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,40,cible README
Kernel/AI/NKEmbodied/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,124,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKEvolve/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,54,cible README
Kernel/AI/NKEvolve/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,103,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKGen/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-13,38,cible README
Kernel/AI/NKGen/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-08,199,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKInfer/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,33,cible README
Kernel/AI/NKInfer/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,198,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKNN/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/AI/NKNN/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,105,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKOptim/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,33,cible README
Kernel/AI/NKOptim/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,76,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKRL/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,34,cible README
Kernel/AI/NKRL/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,148,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKSpeech/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-30,91,cible README
Kernel/AI/NKTensor/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-07-04,35,cible README
Kernel/AI/NKTensor/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,150,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/NKTrain/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,33,cible README
Kernel/AI/NKTrain/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,63,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/AI/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,69,cible README
Kernel/AI/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-12,1672,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/ARCHITECTURE.md,fusionner,Kernel/Bare/ARCHITECTURE.md/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,151,"quatrieme fichier du module, hors des trois cibles"
Kernel/Bare/NKArch/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,34,cible README
Kernel/Bare/NKArch/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,32,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKAudioHW/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/Bare/NKAudioHW/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,25,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKBoot/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/Bare/NKBoot/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,27,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKConsoleRT/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,33,cible README
Kernel/Bare/NKConsoleRT/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,34,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKDisplay/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/Bare/NKDisplay/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,28,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKDriver/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,34,cible README
Kernel/Bare/NKDriver/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,27,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKFSBare/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/Bare/NKFSBare/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,25,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKInput/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,31,cible README
Kernel/Bare/NKInput/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,26,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKInterrupt/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,35,cible README
Kernel/Bare/NKInterrupt/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,27,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKPMM/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,34,cible README
Kernel/Bare/NKPMM/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,31,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKScheduler/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,34,cible README
Kernel/Bare/NKScheduler/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,27,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKSerial/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,34,cible README
Kernel/Bare/NKSerial/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,26,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKStorage/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,31,cible README
Kernel/Bare/NKStorage/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,25,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/NKTimerHW/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,32,cible README
Kernel/Bare/NKTimerHW/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,25,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Bare/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,50,cible README
Kernel/Bare/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,70,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Foundation/NKContainers/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,782,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Foundation/NKContainers/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-05-05,243,cible README
Kernel/Foundation/NKCore/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,197,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Foundation/NKCore/Readme.md,supprimer,,personne,non - 0 octets,2026-05-05,0,"fichier vide ou quasi vide : repond ""deja fait"" a qui cherche"
Kernel/Foundation/NKMath/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,210,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Foundation/NKMath/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-14,1332,cible README
Kernel/Foundation/NKMemory/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,235,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Foundation/NKMemory/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-08-08,2919,cible README
Kernel/Foundation/NKPlatform/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-17,337,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Foundation/NKPlatform/Readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-08-08,1163,cible README
Kernel/Runtime/NKAnimation/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,335,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKAudio/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,297,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKCamera/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-17,497,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKCanvas/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-04,731,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKCanvas/USAGE.md,fusionner,Kernel/Runtime/NKCanvas/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,535,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKCanvas/src/NKCanvas/Backend/Software/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-06,158,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKCollision/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-29,283,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKECS/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-26,183,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKECS/src/NKECS/readme.md,garder,,celui qui utilise le module,oui - point d entree,2026-05-05,434,cible README
Kernel/Runtime/NKEvent/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-06-14,343,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKFont/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-30,165,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKFont/src/INTEGRATION.md,fusionner,Kernel/Runtime/NKFont/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-05-05,55,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKFont/use.md,fusionner,Kernel/Runtime/NKFont/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-05-05,408,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKGraph/CATALOGUE_NOEUDS.md,fusionner,Kernel/Runtime/NKGraph/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-08-22,429,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKGraph/DESIGN_EDITEUR_NODAL.md,fusionner,Kernel/Runtime/NKGraph/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-08-22,229,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKGraph/ELEMENTS_A_DESSINER.md,fusionner,Kernel/Runtime/NKGraph/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-08-22,568,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKGraph/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-08,156,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKGui/ARCHITECTURE.md,fusionner,Kernel/Runtime/NKGui/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-26,206,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKGui/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-08-21,71,cible README
Kernel/Runtime/NKGui/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,585,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKImage/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,288,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKMedia/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-15,1623,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKPhysics/README.md,garder,,celui qui utilise le module,oui - point d entree,2026-06-29,68,cible README
Kernel/Runtime/NKPhysics/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-15,408,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKRHI/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-21,462,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKRHI/src/NKRHI/Software/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-07-11,448,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKRHI/src/NKRHI/Software/ROADMAP_NkSLVM.md,fusionner,Kernel/Runtime/NKRHI/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-07-06,162,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKRenderer/FINISH_PLAN.md,fusionner,Kernel/Runtime/NKRenderer/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-07-06,186,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKRenderer/README_Materials.md,fusionner,Kernel/Runtime/NKRenderer/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,364,"quatrieme fichier du module, hors des trois cibles"
Kernel/Runtime/NKRenderer/ROADMAP.md,garder,,celui qui decide,"OUI - etat reel, mesures, decisions datees",2026-08-23,1998,cible ROADMAP; porte aussi le POURQUOI faute de SPECIFICATION - a scinder
Kernel/Runtime/NKRenderer/src/NKRenderer/Tools/PixolSculpt/DESIGN.md,fusionner,Kernel/Runtime/NKRenderer/ROADMAP.md ou SPECIFICATION.md a creer,agent du module,a verifier au cas par cas,2026-06-14,148,"quatrieme fichier du module, hors des trois cibles"
